Fold,Call-150,Check,Fold,Fold,Raise-200,Fold,Raise-150,Fold,Raise-150,Check,Fold,Raise-150,Check,Check,Bet-100,Raise-150,Call-150,Fold,Check,Check,Fold,Call-25,Check,Fold,Raise-150,Fold,Raise-100,Fold,Raise-100,0.3,0.7
Call-50,Call-50,Call-100,Raise-500,Call-200,Fold,Raise-400,Fold,Raise-100,Raise-400,Fold,Call-100,Check,Fold,Fold,Raise-300,Raise-2250,Check,Check,Check,Call-50,Fold,Call-50,Fold,Call-50,Fold,Fold,Raise-2550,Call-25,Check,0.4,0.5
Call-50,Bet-50,Bet-100,Bet-200,Call-300,Fold,Fold,Fold,Call-150,Fold,Call-150,Bet-200,Fold,Call-150,Raise-600,Call-1800,Check,Check,Check,Call-50,Bet-50,Check,Bet-50,Fold,Fold,Call-100,Fold,Fold,Call-100,Check,0.75,0.5
Call-50,Fold,Call-200,Bet-200,Fold,Fold,Call-100,Fold,Fold,Call-150,Check,Check,Call-100,Call-150,Fold,Call-50,Fold,Fold,Call-50,Call-100,Fold,Raise-450,Call-75,Fold,Fold,Fold,Call-50,Check,Check,Check,0.4,0.2
Call-50,Check,Check,Check,Raise-100,Check,Check,Check,Check,Check,Check,Check,Call-25,Check,Fold,Raise-100,Fold,Call-50,Fold,Fold,Call-50,Fold,Raise-100,Check,Check,Check,Check,Check,Check,Check,0.3,0.7
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Check,Bet-50,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Check,Fold,Call-50,Check,Check,Check,Fold,Call-50,Call-175,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Fold,Fold,Call-50,Call-50,Check,Fold,Fold,Fold,Call-150,Fold,Call-200,Check,Check,Check,0.4,0.5
Check,Fold,Check,Bet-50,Raise-200,Bet-250,Bet-500,Check,Fold,Fold,Fold,Fold,Call-100,Check,Check,Check,Fold,Raise-200,Call-25,Check,Check,Fold,Fold,Fold,Call-150,Fold,Fold,Fold,Check,Check,0.75,0.5
Fold,Call-50,Check,Fold,Raise-400,Raise-950,Raise-400,Fold,Raise-150,Check,Fold,All in,Check,Check,Fold,Fold,Raise-150,Bet-50,Raise-150,Fold,Raise-150,Fold,Raise-150,Fold,Raise-150,Call-150,Bet-350,Fold,Raise-200,Call-1075,0.3,0.7
Fold,Call-50,Check,Check,Fold,Call-50,Fold,Fold,Fold,Fold,Call-50,Fold,Call-50,Fold,Call-50,Call-100,Check,Fold,Call-50,Fold,Fold,Call-100,Bet-100,Fold,Fold,Call-100,Fold,Call-50,Fold,Call-50,0.4,0.2
All in,Check,Check,Check,Fold,Fold,Call-400,Fold,Call-150,Bet-100,Fold,Fold,Call-50,Fold,Fold,Fold,Fold,Call-150,Fold,Raise-300,Fold,Fold,Raise-100,Raise-1200,Fold,Fold,Fold,Call-50,Check,Check,0.4,0.5
Fold,Call-50,Check,Check,Fold,Fold,Raise-1250,Check,Check,Check,Fold,Fold,Fold,Call-50,Bet-50,Fold,Fold,Call-50,Fold,Raise-1250,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,0.75,0.5
Raise-200,Raise-200,Call-50,Check,Check,Check,Call-50,Fold,Raise-200,Fold,Raise-200,Call-400,Check,Fold,Raise-100,Raise-500,Call-1275,Bet-1850,Raise-400,Bet-150,Raise-400,Raise-200,Check,Check,Raise-250,Fold,Raise-400,Check,Check,Fold,0.3,0.7
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,All in,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,All in,Fold,Fold,Fold,All in,Fold,Fold,Fold,Fold,Fold,All in,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Call-50,Check,Check,Check,Fold,Fold,Call-100,Raise-550,Bet-600,Call-50,Raise-250,Raise-1600,Fold,Call-50,Fold,Call-50,Fold,Call-50,Call-200,Bet-200,Fold,Raise-600,Bet-950,Fold,All in,Call-50,Fold,Call-50,Fold,All in,0.4,0.2
Call-50,Fold,Fold,Raise-100,Call-150,Call-400,Check,Fold,Fold,Fold,Fold,Call-250,Fold,Call-400,Check,Bet-250,Fold,Call-50,Bet-50,Fold,Call-150,Bet-100,Bet-200,Fold,Fold,Fold,Call-50,Fold,Raise-200,Check,0.4,0.5
Check,Check,Fold,Fold,Fold,Fold,Call-4950,Call-50,Check,Fold,Raise-100,Call-100,Check,Check,Check,Fold,Fold,Fold,Raise-100,Bet-50,Raise-100,Fold,Raise-100,Call-50,Fold,Raise-100,Call-100,Bet-150,Bet-650,Raise-250,0.3,0.7
Raise-200,Bet-150,Raise-150,Check,Check,Check,Fold,Raise-150,Fold,Call-50,Fold,Check,Check,Check,Check,Call-25,Bet-50,Bet-50,Raise-150,Check,Bet-100,Call-4800,Raise-300,Check,Check,Check,Raise-300,Check,Check,Check,0.3,0.7
Raise-100,Call-100,Check,Fold,Call-50,Call-100,Check,Check,Check,Fold,Call-50,Call-100,Bet-100,Fold,Fold,Call-50,Fold,Call-50,Call-100,Check,Check,Fold,Fold,Call-50,Fold,Fold,Raise-100,Fold,Fold,Call-50,0.4,0.5
Fold,Fold,Raise-9850,Raise-150,Check,Check,Check,Raise-150,Fold,Raise-150,Check,Check,Fold,Fold,Fold,Raise-200,Call-300,Fold,Raise-150,Check,Check,Bet-350,Raise-150,Raise-150,Fold,Call-25,Check,Fold,Raise-150,Call-150,0.3,0.7
Fold,Fold,Fold,Raise-600,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Raise-600,Check,Check,Check,Fold,Fold,Call-50,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Bet-100,Call-100,Check,Fold,Fold,Fold,0.75,0.5
Check,Check,Check,Call-50,Fold,Fold,Raise-600,All in,Raise-100,Raise-400,Bet-300,Call-50,Fold,Call-50,Fold,Fold,Fold,Fold,Call-50,Call-100,Bet-150,Bet-350,Bet-1800,Raise-100,Raise-750,Call-50,Call-100,Check,Check,Check,0.4,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,All in,All in,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Call-1800,Raise-200,Fold,Raise-150,Check,Check,Check,Call-50,Fold,Raise-150,Fold,Call-25,Fold,Raise-150,Fold,Raise-200,Fold,Raise-150,Check,Check,Check,Fold,Check,Check,Check,Fold,Fold,Raise-150,Fold,Raise-150,0.3,0.7
Call-25,Fold,Call-50,Fold,Call-50,Fold,Raise-100,Raise-550,Call-50,Fold,Fold,Call-50,Fold,Call-50,Fold,Call-50,Call-100,Bet-100,Bet-150,Fold,Call-50,Fold,Fold,Call-25,Check,Check,Check,Call-50,Fold,Call-50,0.4,0.5
Check,Check,Check,Fold,Call-50,Call-200,Check,Fold,Fold,Fold,Call-150,Check,Check,Check,Fold,Call-50,Check,Bet-100,Call-50,Bet-50,Raise-350,Raise-3050,All in,Fold,Fold,Fold,Fold,Fold,Call-100,Check,0.75,0.5
Fold,Call-50,Raise-1250,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Raise-800,All in,Fold,Fold,Fold,Fold,Call-50,Bet-50,Fold,Fold,Fold,Fold,Call-200,Raise-250,Bet-500,Fold,Fold,Fold,Fold,0.9,0.2
Raise-100,Check,Check,Check,Fold,Call-50,Fold,Call-50,Check,Check,Check,Call-50,Fold,Call-50,Fold,Call-50,Fold,Call-100,Check,Fold,Fold,Call-50,Fold,All in,Call-50,Fold,Raise-100,Call-50,Fold,Raise-250,0.4,0.5
Call-50,Call-100,Check,Check,Check,All in,Fold,Call-50,Check,Check,Check,Call-50,Fold,Fold,Fold,Call-150,Fold,Call-150,Fold,Fold,Call-50,Fold,Call-50,Fold,Fold,Fold,Call-50,Fold,Call-150,Bet-100,0.4,0.2
Fold,Raise-150,Fold,Fold,Fold,Raise-400,Bet-300,Raise-150,Raise-400,Fold,Raise-150,Bet-150,Raise-150,Bet-100,Raise-150,Fold,Raise-200,Fold,Fold,Raise-200,Fold,Call-50,Fold,Raise-150,Check,Fold,Raise-100,Bet-100,Bet-150,Check,0.3,0.7
Fold,Call-150,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-175,Bet-200,Fold,All in,Fold,Fold,Fold,Check,Fold,Fold,Fold,Call-200,Fold,Fold,Fold,0.75,0.5
Fold,Fold,Call-50,Raise-1250,Bet-1700,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-200,Fold,Fold,Fold,Fold,Raise-800,0.9,0.2
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Call-100,Call-100,Call-150,Check,Fold,Call-50,Fold,Fold,Fold,Call-200,Call-450,Fold,Call-200,Fold,Call-50,Call-175,Raise-400,Call-50,Fold,Fold,Fold,Call-200,Fold,Call-200,Check,Check,Check,Call-50,Fold,Fold,0.4,0.2
Fold,Call-50,Fold,Fold,Fold,Call-50,Fold,Raise-600,Bet-650,All in,Call-50,Fold,Raise-100,Raise-750,All in,Fold,Fold,Fold,Fold,Call-50,Fold,Call-50,Call-150,Bet-100,Check,Check,Raise-100,Raise-400,Call-900,Check,0.4,0.5
Bet-50,Raise-400,Check,Check,Bet-450,Raise-200,Raise-200,Bet-100,Raise-200,Fold,Raise-200,Fold,Fold,Fold,Raise-400,Call-200,Bet-450,Raise-200,Fold,Raise-200,Bet-400,Raise-200,Check,Check,Check,Fold,Fold,Call-100,Fold,Raise-400,0.3,0.7
Raise-1150,Check,Bet-1100,Fold,Fold,Call-50,Fold,Call-50,Call-50,Bet-50,Fold,Fold,Fold,Fold,Call-50,Fold,Call-50,Check,Check,Check,Call-50,Bet-50,Raise-450,Call-2950,Bet-3450,All in,Call-25,Check,Fold,Fold,0.4,0.2
Call-50,Fold,Fold,Fold,Raise-100,Fold,Call-50,Fold,Raise-100,Raise-550,Fold,Fold,Call-25,Fold,Call-50,Check,Check,Check,Call-50,Fold,Fold,Call-50,Bet-50,Raise-150,Call-50,Fold,Call-50,Check,Check,Check,0.4,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,0.9,0.2
Call-50,Raise-200,Check,Bet-200,Call-50,Call-50,Fold,Fold,Fold,Call-200,Check,Check,Check,Call-4925,Call-150,Fold,Call-50,Fold,Fold,Call-125,Check,Check,Check,Call-400,Call-900,Fold,Call-150,Fold,Fold,Raise-150,0.4,0.2
Fold,Call-75,Bet-50,Raise-150,Raise-200,Raise-200,Check,Check,Check,Raise-150,Fold,Raise-150,Fold,Fold,Raise-100,Bet-100,Raise-150,Check,Check,Check,Raise-400,Call-900,Fold,Raise-150,Raise-1100,Raise-1600,Raise-100,Fold,Raise-200,Raise-200,0.3,0.7
Raise-100,Call-150,Check,Fold,Raise-100,Fold,Call-50,Fold,Fold,Fold,Fold,Raise-300,Fold,Fold,Call-50,Call-75,Fold,Fold,Fold,Raise-300,Call-950,Fold,Call-50,Fold,Call-50,Fold,Fold,Fold,Call-200,Check,0.4,0.5
Fold,Raise-200,Check,Check,Check,Raise-100,Fold,Fold,Raise-200,Check,Check,Bet-50,Raise-200,Check,Bet-50,Raise-200,Check,Fold,Fold,Call-25,Fold,Raise-200,Raise-400,Fold,Raise-200,Check,Fold,Call-50,Bet-50,Call-50,0.3,0.7
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Raise-1250,Bet-1650,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Check,Call-50,Fold,Fold,Call-150,Check,Check,Check,Fold,Fold,Call-200,Call-200,Call-350,Fold,Call-50,Fold,Call-50,Fold,Fold,Fold,Call-200,Fold,Raise-100,Raise-100,Call-150,Raise-1000,Call-50,Fold,Raise-1250,All in,0.4,0.5
Call-200,Bet-200,Fold,Call-50,Raise-600,Call-150,Check,Check,Check,Fold,Call-200,Check,Fold,Call-200,Bet-200,Bet-350,Bet-650,Call-50,Fold,Raise-350,Fold,Call-400,Fold,Call-200,Bet-150,Fold,Check,Fold,Fold,Call-150,0.4,0.2
Bet-200,Fold,Call-25,Bet-50,Raise-400,Fold,Raise-150,Bet-100,Raise-200,Raise-300,Fold,Raise-200,Bet-200,Raise-200,Bet-200,Raise-200,Fold,Fold,Fold,Raise-200,Call-50,Fold,Raise-200,Fold,Raise-100,Call-150,Bet-150,Check,Fold,Call-25,0.3,0.7
Fold,Call-50,Fold,Call-50,Bet-50,Check,Fold,Fold,Call-200,Fold,Fold,Fold,Raise-150,Fold,All in,Call-200,Fold,Call-50,Raise-250,Call-150,Bet-300,Raise-150,Fold,Call-50,Check,Check,Check,Call-50,Call-50,Bet-100,0.4,0.2
Fold,Call-50,Fold,Raise-100,Fold,Call-150,Check,Fold,Fold,Call-200,Fold,Fold,Call-50,Fold,Fold,Fold,Fold,Fold,Call-50,Fold,Fold,Call-25,Check,Check,Check,Raise-100,Fold,Raise-100,Fold,Call-50,0.4,0.5
Raise-150,Check,Check,Bet-50,Raise-150,Fold,Raise-150,Check,Check,Check,Raise-150,Check,Check,Check,Call-50,Check,Check,Check,Check,Check,Check,Fold,Fold,Call-5075,Fold,Call-50,Check,Bet-50,Raise-100,Check,0.3,0.7
Call-50,Call-100,Check,Check,Check,Fold,Call-100,Bet-50,Fold,Call-150,Check,Check,Check,Call-50,Check,Check,Check,Call-50,Check,Bet-50,Call-50,Fold,All in,Fold,Call-25,Check,Check,Fold,Call-100,Check,0.4,0.2
Fold,Call-150,Fold,Call-150,Check,Check,Check,Call-150,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-100,Fold,Call-50,Bet-50,Fold,Fold,Raise-100,Fold,Call-100,Fold,Raise-200,Call-550,0.4,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Fold,Fold,Fold,Call-50,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Check,Check,Check,Fold,0.75,0.5
Fold,Fold,Fold,Fold,Call-50,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Call-100,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,0.9,0.2
Check,All in,Call-50,Fold,Call-50,Raise-600,All in,Call-50,Bet-50,Call-75,Check,Fold,Call-200,Fold,Call-200,Fold,Call-50,Check,Check,Check,Call-50,Check,Check,Check,Call-50,Check,Check,Check,Fold,Fold,0.4,0.2
Check,Raise-100,Fold,Check,Check,Fold,All in,Fold,Fold,Raise-100,Bet-150,Raise-100,All in,Raise-100,Raise-1600,Check,Check,Check,Check,Fold,Fold,Raise-100,Call-100,Bet-100,Raise-400,Check,Fold,Raise-100,Fold,Raise-100,0.3,0.7
Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,All in,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Call-50,Fold,Call-50,Fold,Call-50,Call-150,Fold,Fold,Fold,Call-50,Fold,All in,Call-50,Call-150,Check,Check,Check,Fold,Check,Check,Check,Check,Fold,Call-4800,Call-50,Call-125,Fold,Fold,Call-50,Fold,0.4,0.2
Fold,Raise-150,Raise-200,Raise-2400,All in,Raise-200,Bet-100,Fold,Fold,Fold,Raise-200,Check,Check,Check,Raise-200,Call-50,Check,Check,Check,Raise-200,Check,Check,Check,Fold,Raise-150,Bet-100,Call-200,Fold,Raise-200,Check,0.3,0.7
Fold,Fold,Fold,Call-200,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Call-150,Check,Fold,Check,Fold,Fold,Fold,Fold,Fold,Fold,0.75,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Fold,Fold,Fold,Fold,Fold,All in,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,All in,Call-200,Call-200,Call-350,Call-700,Fold,Fold,Fold,0.9,0.1
Fold,Fold,Fold,Fold,Raise-300,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Fold,Call-50,Fold,Raise-200,Fold,Call-25,Bet-50,Raise-200,Raise-200,Fold,Fold,Raise-200,Bet-200,Bet-350,Bet-700,Call-150,Bet-400,Bet-1500,Call-25,Check,Bet-50,Raise-150,Raise-200,Call-200,Fold,Raise-150,Bet-50,Fold,Fold,Call-50,0.3,0.7
Check,Fold,Fold,Fold,Call-150,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-200,Check,Fold,Call-50,Call-150,Check,Check,Check,Check,Check,Check,Check,0.75,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,All in,0.4,0.2
Raise-150,Fold,Raise-150,Raise-150,Call-150,Bet-150,Raise-100,Raise-200,Raise-200,Bet-100,All in,Raise-200,Check,Fold,Fold,Call-25,Check,Check,Check,Raise-400,Bet-400,Raise-200,Fold,Raise-200,Check,Raise-200,Bet-300,Call-25,Check,Check,0.3,0.7
Fold,All in,Fold,Fold,Check,Bet-50,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-200,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Raise-300,0.9,0.2
Fold,Fold,Call-50,Call-200,Fold,Check,Check,Check,Check,Call-175,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Check,0.75,0.5
Raise-200,Call-500,Bet-900,Raise-200,Raise-200,Bet-100,Raise-200,Fold,Raise-250,Fold,Raise-200,Bet-50,Raise-200,Raise-200,Check,Check,Fold,Fold,Raise-200,Check,Check,Check,Fold,Raise-200,Raise-200,Check,Bet-100,Raise-200,Raise-200,Check,0.3,0.7
Raise-100,Raise-600,Check,Fold,Call-50,Fold,Call-150,Check,Fold,Fold,Call-50,Fold,Fold,Raise-100,Call-100,Check,Fold,Fold,Fold,Raise-100,Call-50,Fold,Call-50,Call-50,Fold,Fold,Fold,Fold,Call-200,Bet-200,0.4,0.5
Fold,Fold,Fold,Call-4725,Check,All in,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Call-200,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Call-100,Bet-150,Fold,Fold,Fold,0.75,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-150,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Raise-1250,Raise-2300,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Check,Fold,Raise-200,Call-1075,Bet-500,Fold,Raise-150,Fold,Raise-200,Fold,Raise-150,Fold,All in,Check,Check,Fold,Fold,Raise-150,Raise-150,Raise-150,Fold,Raise-150,Fold,Raise-150,Check,Fold,Raise-150,Raise-150,Raise-150,Call-75,0.3,0.7
Fold,Call-50,Fold,Raise-100,Raise-2500,Raise-600,Fold,Fold,Call-50,Call-50,Fold,Call-50,Fold,Call-100,Bet-100,Fold,Fold,Call-50,Call-50,Call-100,Check,Bet-150,Fold,Fold,Fold,Fold,Raise-100,Check,Fold,Raise-100,0.4,0.5
Fold,Fold,Call-150,Raise-1400,All in,Call-150,Bet-100,Call-50,Fold,Call-150,Bet-200,Fold,Call-150,Fold,Call-200,Fold,Call-150,Check,Check,Fold,Fold,Call-25,Check,Bet-50,Fold,Call-50,Fold,Call-50,Call-100,Check,0.4,0.2
Fold,Fold,Call-50,Fold,Fold,Fold,Call-200,Fold,Raise-100,Raise-1200,Fold,Call-50,Fold,Raise-100,Call-100,Check,Fold,Fold,Fold,Call-50,Check,Fold,Fold,Call-50,Fold,Raise-100,Check,Check,Bet-50,Call-25,0.4,0.5
All in,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-125,Check,Check,Bet-200,Call-200,Raise-3250,All in,Fold,Fold,Raise-200,Fold,Fold,Fold,Call-50,Raise-1250,Check,Check,Check,Check,Call-175,Check,0.75,0.5
Fold,Raise-250,Call-25,Check,Check,Check,Fold,Call-50,Check,Check,Check,Call-50,Fold,Fold,Raise-100,Check,Fold,Fold,Call-50,Fold,Call-50,Raise-200,Call-525,Fold,Fold,Fold,Call-100,Check,Fold,Call-50,0.4,0.2
Call-50,Check,Check,Check,Raise-100,Fold,Fold,Fold,Raise-150,Call-50,Call-75,Call-100,Bet-150,Fold,Call-50,Fold,Fold,Raise-100,Call-50,Check,Check,Check,Raise-100,Check,Bet-150,Call-50,Check,Check,Check,Raise-150,0.4,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Check,Fold,Fold,All in,Call-150,Check,Check,Check,Raise-100,Raise-650,Bet-1200,Fold,Call-50,Check,Check,Check,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.75,0.5
Check,Check,Call-50,Fold,Fold,Raise-100,Fold,All in,Call-50,Call-150,Check,Check,Check,Call-25,Bet-100,Fold,Fold,Call-50,Fold,Fold,Fold,All in,All in,Call-50,Fold,Fold,Fold,Call-50,Check,Check,0.4,0.2
Fold,Call-50,Fold,Call-50,Fold,Fold,Fold,Call-50,Fold,Call-50,Check,Check,Bet-50,Fold,Fold,Fold,Fold,Call-50,Fold,Call-50,Fold,Fold,Raise-100,Raise-100,Call-50,Check,Check,Check,All in,Call-150,0.4,0.5
Fold,Raise-150,Check,Check,Fold,Fold,Raise-150,Fold,Raise-150,Bet-250,Check,Check,Check,Fold,Fold,Fold,Raise-150,Bet-50,Call-50,Check,Check,Raise-150,Check,Fold,Raise-150,Bet-50,Fold,Call-25,Check,Check,0.3,0.7
Call-50,Fold,Fold,Call-50,Fold,Call-50,Raise-300,Check,Fold,Fold,Raise-600,All in,Call-5325,Call-50,Fold,Call-50,Fold,Call-50,Check,Check,Check,Fold,Call-125,Check,Check,Check,Raise-100,Call-300,Fold,Fold,0.4,0.5
Fold,Raise-400,Fold,Raise-150,Check,Check,Check,Fold,Raise-150,Call-200,Bet-200,Fold,Raise-150,Fold,Fold,Fold,Raise-150,Fold,Fold,Raise-150,Raise-150,Check,Check,Check,Call-50,Fold,Fold,Call-200,Bet-150,Raise-150,0.3,0.7
Call-50,Call-150,Check,Fold,Fold,Fold,Fold,Fold,Call-150,Raise-3750,All in,Fold,Fold,Call-50,Raise-800,Check,Check,Check,Check,Fold,Fold,Call-50,Raise-350,Bet-500,Fold,Fold,Fold,Fold,Call-50,Check,0.75,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Bet-50,Fold,Fold,0.9,0.1
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Fold,Call-50,Fold,Fold,Call-25,Check,Check,Check,Fold,Fold,Call-50,Fold,Call-50,Call-100,Check,Check,Check,Fold,Check,Bet-50,Fold,Fold,Call-50,Check,Fold,Fold,Call-50,Fold,Fold,Fold,0.4,0.5
Fold,Call-175,Bet-500,Raise-150,Check,Check,Check,Raise-200,Call-50,Fold,All in,Call-25,Check,Check,Fold,Raise-400,Raise-200,Fold,Raise-200,Raise-200,Bet-100,Call-50,Bet-50,Bet-50,Raise-100,Raise-200,Raise-200,Check,Check,Check,0.3,0.7
Bet-50,Fold,Fold,Call-50,Fold,Fold,Fold,Fold,Fold,Call-50,Check,Fold,Fold,Call-150,Bet-200,Fold,Call-200,Fold,Fold,Fold,Fold,Fold,All in,Fold,Fold,Fold,Call-50,Call-150,Fold,Call-150,0.75,0.5
Call-50,Fold,Fold,Call-50,Fold,Raise-100,Call-100,Check,Check,Check,Fold,Call-175,Check,Check,Fold,Call-50,Fold,Call-50,Check,Fold,Raise-100,Raise-1200,Raise-100,Raise-750,Fold,Raise-1250,Fold,Fold,Fold,Call-50,0.4,0.5
Fold,Raise-200,Check,Bet-50,Raise-100,Call-25,Check,Bet-50,Raise-200,Fold,Raise-200,Fold,Raise-200,Fold,Raise-200,Bet-50,Raise-600,Raise-200,Raise-200,Fold,Raise-200,Call-50,Fold,Check,Check,Check,Bet-50,Fold,Call-50,Fold,0.3,0.7
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,All in,Fold,Fold,Fold,Fold,Raise-600,All in,Fold,Fold,Fold,Check,Check,0.9,0.1
Bet-1700,Fold,Call-200,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Check,Check,Check,Call-50,Check,Check,Check,Fold,Call-150,Check,0.75,0.5
Fold,Fold,Call-200,Fold,Call-50,Check,Check,Fold,Call-50,Check,Check,Check,Fold,Call-50,Call-200,Bet-250,Call-50,Bet-200,Raise-150,Check,Check,Fold,Call-100,Check,Check,Check,Call-50,Fold,Call-50,Fold,0.4,0.2
